0,1,2
1,1.4271137714385986,1.7893917560577393
2,1.397441029548645,1.7768440246582031
3,1.3627665042877197,1.7581309080123901
4,1.3225215673446655,1.7396413087844849
5,1.280928373336792,1.7222518920898438
6,1.2380554676055908,1.7070006132125854
7,1.2066949605941772,1.6888813972473145
8,1.1743475198745728,1.6734764575958252
9,1.1455953121185303,1.6577900648117065
10,1.115984320640564,1.6442153453826904
11,1.0876402854919434,1.6318109035491943
12,1.0609735250473022,1.6202380657196045
13,1.0357906818389893,1.609394907951355
14,1.0121352672576904,1.5992472171783447
15,0.9898159503936768,1.5902584791183472
16,0.9670974016189575,1.5824496746063232
17,0.9475259780883789,1.5741207599639893
18,0.9280845522880554,1.5670080184936523
19,0.9097810387611389,1.5603512525558472
20,0.8919270634651184,1.5544050931930542
21,0.8755393028259277,1.5486443042755127
22,0.8591574430465698,1.5443907976150513
23,0.8428034782409668,1.5406599044799805
24,0.8281927704811096,1.536691665649414
25,0.8143596649169922,1.5331227779388428
26,0.8010337352752686,1.5299696922302246
27,0.7878008484840393,1.527463674545288
28,0.7750528454780579,1.5254114866256714
29,0.7636855840682983,1.5234179496765137
30,0.7516655921936035,1.5222649574279785
31,0.7401528358459473,1.5213959217071533
32,0.73115074634552,1.5191104412078857
33,0.7203314304351807,1.518871545791626
34,0.7109473943710327,1.5179345607757568
35,0.7017250657081604,1.517401933670044
36,0.6931474208831787,1.5171856880187988
37,0.6840773224830627,1.517493724822998
38,0.6756386756896973,1.5177453756332397
39,0.6679936647415161,1.5177242755889893
40,0.6606541275978088,1.5178332328796387
41,0.6530835032463074,1.5184423923492432
42,0.6461219191551208,1.5188697576522827
43,0.6398504972457886,1.5193190574645996
44,0.633315920829773,1.5200169086456299
45,0.6268336772918701,1.5209656953811646
46,0.6210126876831055,1.5216203927993774
47,0.6151251792907715,1.5226168632507324
48,0.6096839308738708,1.5233285427093506
49,0.6046314835548401,1.5239181518554688
50,0.599055826663971,1.5255951881408691
51,0.5944046974182129,1.5262081623077393
52,0.5897368788719177,1.5270960330963135
53,0.585070013999939,1.5282366275787354
54,0.5805990695953369,1.5293320417404175
55,0.5764017701148987,1.5302176475524902
56,0.5723187923431396,1.531168818473816
57,0.5684639811515808,1.5323569774627686
58,0.5647246241569519,1.5332510471343994
59,0.5609815716743469,1.5343666076660156
60,0.5574723482131958,1.535341501235962
61,0.554075300693512,1.536348581314087
62,0.5507137179374695,1.5373504161834717
63,0.5475718379020691,1.5382431745529175
64,0.5446310639381409,1.5392723083496094
65,0.5417048931121826,1.5401533842086792
66,0.5387593507766724,1.541197419166565
67,0.5359745025634766,1.5421578884124756
68,0.533351480960846,1.543032169342041
69,0.5307565927505493,1.543850302696228
70,0.5282289385795593,1.5446984767913818
71,0.5259553790092468,1.5455670356750488
72,0.5236308574676514,1.5463528633117676
73,0.5213291645050049,1.5472357273101807
74,0.5191556215286255,1.5480104684829712
75,0.5170332193374634,1.5488293170928955
76,0.5148892402648926,1.5496587753295898
77,0.5129279494285583,1.5502885580062866
78,0.5111753344535828,1.550971269607544
79,0.5092779397964478,1.5517102479934692
80,0.5074844360351562,1.552351713180542
81,0.5057547092437744,1.5530102252960205
82,0.5040775537490845,1.5536203384399414
83,0.502423107624054,1.5541998147964478
84,0.5008661150932312,1.5547199249267578
85,0.49938875436782837,1.555403232574463
86,0.49790865182876587,1.5559191703796387
87,0.4964507222175598,1.5564707517623901
88,0.4951074719429016,1.5569305419921875
89,0.4937626123428345,1.5574135780334473
90,0.4924221634864807,1.5578635931015015
91,0.4911114275455475,1.5583199262619019
92,0.49003806710243225,1.5586920976638794
93,0.4888492822647095,1.559053659439087
94,0.4876961410045624,1.5594538450241089
95,0.4865896999835968,1.559814214706421
96,0.48551616072654724,1.5601688623428345
97,0.4844236671924591,1.560499668121338
98,0.4833888113498688,1.560802698135376
99,0.4825383722782135,1.561042308807373
100,0.4815897047519684,1.561279296875
101,0.48065558075904846,1.5615439414978027
102,0.47972166538238525,1.561856746673584
103,0.47881898283958435,1.5621466636657715
104,0.47797709703445435,1.5622854232788086
105,0.4771580696105957,1.5624454021453857
106,0.4764869809150696,1.5625848770141602
107,0.4757238030433655,1.5627107620239258
108,0.474962055683136,1.5628674030303955
109,0.4742446541786194,1.5630097389221191
110,0.47351354360580444,1.563178300857544
111,0.4728122651576996,1.563248634338379
112,0.4721553921699524,1.563299298286438
113,0.4716304540634155,1.5633461475372314
114,0.47104427218437195,1.5633265972137451
115,0.4704342782497406,1.5633819103240967
116,0.4698559045791626,1.5634297132492065
117,0.4692513048648834,1.563513994216919
118,0.4687008857727051,1.5634770393371582
119,0.46815162897109985,1.5634775161743164
120,0.46777772903442383,1.5633831024169922
121,0.4672776758670807,1.5633141994476318
122,0.46679431200027466,1.5632898807525635
123,0.4663201570510864,1.5632660388946533
124,0.4658409655094147,1.5632615089416504
125,0.46537545323371887,1.5631667375564575
126,0.46497678756713867,1.5630160570144653
127,0.46465957164764404,1.5629078149795532
128,0.46426528692245483,1.5627684593200684
129,0.4638512432575226,1.562706470489502
130,0.46350663900375366,1.5625524520874023
131,0.46308377385139465,1.5625293254852295
132,0.4627164602279663,1.5623514652252197
133,0.46239548921585083,1.5621540546417236
134,0.4621732234954834,1.5619406700134277
135,0.46189266443252563,1.5617032051086426
136,0.4615429639816284,1.5615911483764648
137,0.4612567722797394,1.561413288116455
138,0.4609623849391937,1.5612561702728271
139,0.46063679456710815,1.5610735416412354
140,0.4603898227214813,1.5608031749725342
141,0.4602004587650299,1.5606111288070679
142,0.4599630534648895,1.5603258609771729
143,0.4597468674182892,1.560068964958191
144,0.45945504307746887,1.559938669204712
145,0.45924699306488037,1.559675693511963
146,0.45889928936958313,1.5595797300338745
147,0.4587159752845764,1.559262752532959
148,0.45868831872940063,1.5588431358337402
149,0.4584606885910034,1.5586013793945312
150,0.4582650363445282,1.558345079421997
151,0.4580884575843811,1.5580817461013794
152,0.45780491828918457,1.5579683780670166
153,0.45773711800575256,1.5574856996536255
154,0.457515686750412,1.557263970375061
155,0.45751163363456726,1.55683434009552
156,0.457297682762146,1.5565940141677856
157,0.4571633040904999,1.556286334991455
158,0.4570047855377197,1.5560057163238525
159,0.45688316226005554,1.5556844472885132
160,0.45665374398231506,1.5554883480072021
161,0.4565272331237793,1.5551376342773438
162,0.45651283860206604,1.5547304153442383
163,0.45641085505485535,1.5543603897094727
164,0.45632249116897583,1.5540001392364502
165,0.45614829659461975,1.5537787675857544
166,0.45603010058403015,1.5534838438034058
167,0.4559715688228607,1.5530472993850708
168,0.4558213949203491,1.5527619123458862
169,0.45582908391952515,1.552363395690918
170,0.45565879344940186,1.552091121673584
171,0.4556690752506256,1.5516157150268555
172,0.4554957449436188,1.5514081716537476
173,0.45543020963668823,1.5510470867156982
174,0.45531824231147766,1.5506958961486816
175,0.4552309811115265,1.5503402948379517
176,0.45533487200737,1.5498204231262207
177,0.45520493388175964,1.5495185852050781
178,0.4550451636314392,1.549298644065857
179,0.45506954193115234,1.5488159656524658
180,0.45499685406684875,1.5484809875488281
181,0.45477095246315,1.548335075378418
182,0.454801470041275,1.5478312969207764
183,0.45495301485061646,1.5472182035446167
184,0.4548366069793701,1.5469087362289429
185,0.4548567533493042,1.5464457273483276
186,0.4547615945339203,1.5461788177490234
187,0.45466023683547974,1.5458860397338867
188,0.45464131236076355,1.5454527139663696
189,0.45454445481300354,1.5451456308364868
190,0.4546756446361542,1.5445860624313354
191,0.45465806126594543,1.5441302061080933
192,0.45461052656173706,1.5437846183776855
193,0.45456603169441223,1.5434437990188599
194,0.4545653760433197,1.5430271625518799
195,0.4545576274394989,1.542564034461975
196,0.454521507024765,1.54217529296875
197,0.45452338457107544,1.5418376922607422
198,0.45456093549728394,1.5413061380386353
199,0.45455989241600037,1.5409024953842163
200,0.45448336005210876,1.540618658065796
201,0.4544508159160614,1.5402476787567139
202,0.4544317424297333,1.5398340225219727
203,0.45434603095054626,1.539536476135254
204,0.4544565677642822,1.5390278100967407
205,0.454550176858902,1.53843355178833
206,0.4545982778072357,1.5379459857940674
207,0.45444971323013306,1.5377815961837769
208,0.4545346200466156,1.5372624397277832
209,0.45437219738960266,1.5370666980743408
210,0.4544062912464142,1.5366101264953613
211,0.454534113407135,1.5360658168792725
212,0.4546079635620117,1.5355063676834106
213,0.45453980565071106,1.5352269411087036
214,0.45447710156440735,1.5349379777908325
215,0.4546051025390625,1.5343455076217651
216,0.45454832911491394,1.5340006351470947
217,0.454436719417572,1.5337752103805542
218,0.4546756148338318,1.5330699682235718
219,0.45465734601020813,1.5326508283615112
220,0.4546816051006317,1.5322487354278564
221,0.4547448456287384,1.5317621231079102
222,0.45468899607658386,1.5314664840698242
223,0.454708993434906,1.5310183763504028
224,0.45460668206214905,1.530786156654358
225,0.45478254556655884,1.5301872491836548
226,0.45484206080436707,1.5296541452407837
227,0.4549390375614166,1.5291433334350586
228,0.454742968082428,1.529072642326355
229,0.45478880405426025,1.5286245346069336
230,0.45475703477859497,1.5282492637634277
231,0.4547969698905945,1.5277894735336304
232,0.4548700749874115,1.527369737625122
233,0.4547969698905945,1.5270665884017944
234,0.45470061898231506,1.5268659591674805
235,0.45228511095046997,1.5323984622955322
236,0.45079973340034485,1.5352685451507568
237,0.45043817162513733,1.535576343536377
238,0.4500666558742523,1.5358383655548096
239,0.45021766424179077,1.535374402999878
240,0.45025065541267395,1.534982442855835
241,0.450332373380661,1.534568428993225
242,0.45039597153663635,1.5341023206710815
243,0.45026546716690063,1.53391432762146
244,0.45016610622406006,1.5336859226226807
245,0.45028823614120483,1.5331709384918213
246,0.450484037399292,1.5326576232910156
247,0.45073559880256653,1.5319181680679321
248,0.45057252049446106,1.53182053565979
249,0.45091134309768677,1.5310043096542358
250,0.45060673356056213,1.5311356782913208
251,0.45067912340164185,1.5306848287582397
252,0.45073384046554565,1.5303959846496582
253,0.451021283864975,1.5296587944030762
254,0.45115208625793457,1.528994083404541
255,0.45086047053337097,1.529250979423523
256,0.4510694444179535,1.528632640838623
257,0.451079785823822,1.5282247066497803
258,0.45101964473724365,1.5279840230941772
259,0.45180973410606384,1.5264955759048462
260,0.45096006989479065,1.5275275707244873
261,0.4510430097579956,1.5270936489105225
262,0.4513218104839325,1.526333212852478
263,0.45100295543670654,1.5265851020812988
264,0.45144978165626526,1.5255820751190186
