0,1,2
1,0.6906970143318176,1.3840018510818481
2,0.6825835108757019,1.3869414329528809
3,0.6731235384941101,1.391472578048706
4,0.6633962392807007,1.3966889381408691
5,0.6561941504478455,1.3996179103851318
6,0.6497633457183838,1.4019793272018433
7,0.6428850889205933,1.405056118965149
8,0.637950599193573,1.4063291549682617
9,0.6334187388420105,1.4072179794311523
10,0.6288380026817322,1.4082567691802979
11,0.6239099502563477,1.4098492860794067
12,0.6192203164100647,1.4113309383392334
13,0.6156755089759827,1.4116151332855225
14,0.6113163232803345,1.4129765033721924
15,0.6083120703697205,1.412968397140503
16,0.6042611002922058,1.4142354726791382
17,0.6004911661148071,1.4152313470840454
18,0.5970363020896912,1.4159584045410156
19,0.5933384895324707,1.4171040058135986
20,0.5902190804481506,1.4176404476165771
21,0.5870056748390198,1.4183881282806396
22,0.583703875541687,1.4194610118865967
23,0.5804958939552307,1.4204320907592773
24,0.5773260593414307,1.421396255493164
25,0.5746049284934998,1.4218759536743164
26,0.5715579986572266,1.4228732585906982
27,0.5686375498771667,1.423794150352478
28,0.5659322738647461,1.424513339996338
29,0.5629509091377258,1.4257934093475342
30,0.5604792237281799,1.4263964891433716
31,0.5578142404556274,1.4272804260253906
32,0.555070698261261,1.428351640701294
33,0.552323579788208,1.4295153617858887
34,0.5499681234359741,1.4302196502685547
35,0.5475411415100098,1.4310882091522217
36,0.5450414419174194,1.4322338104248047
37,0.5428938865661621,1.432882308959961
38,0.5404279232025146,1.4339871406555176
39,0.5384323000907898,1.4345000982284546
40,0.5360714793205261,1.435595989227295
41,0.5338867902755737,1.4365077018737793
42,0.5317623615264893,1.4373879432678223
43,0.5298062562942505,1.4381895065307617
44,0.5278468728065491,1.4389759302139282
45,0.5259305238723755,1.4397039413452148
46,0.5238897204399109,1.4406676292419434
47,0.5219950675964355,1.4414799213409424
48,0.5200231671333313,1.4424582719802856
49,0.5181976556777954,1.4432673454284668
50,0.5164873600006104,1.444057583808899
51,0.5147663950920105,1.444836139678955
52,0.5130448341369629,1.4456140995025635
53,0.5112571716308594,1.4465380907058716
54,0.5095232129096985,1.4474353790283203
55,0.5079010128974915,1.4482083320617676
56,0.5061344504356384,1.4492422342300415
57,0.504724383354187,1.4498698711395264
58,0.5031177997589111,1.4507712125778198
59,0.5016250610351562,1.4514883756637573
60,0.5000864267349243,1.4523155689239502
61,0.49863746762275696,1.4530516862869263
62,0.4971020221710205,1.4539589881896973
63,0.4957296550273895,1.454646348953247
64,0.49426335096359253,1.455614447593689
65,0.4929980933666229,1.4562342166900635
66,0.4915550947189331,1.4571166038513184
67,0.49024441838264465,1.457826852798462
68,0.48888227343559265,1.458661437034607
69,0.48773178458213806,1.4591896533966064
70,0.4864251911640167,1.4599946737289429
71,0.48518356680870056,1.460820198059082
72,0.4840104281902313,1.461499810218811
73,0.4828132092952728,1.462200403213501
74,0.4815867245197296,1.4629801511764526
75,0.48042598366737366,1.463689923286438
76,0.4793897569179535,1.464221477508545
77,0.4782310128211975,1.4649773836135864
78,0.477023720741272,1.4659348726272583
79,0.47614994645118713,1.4663034677505493
80,0.47502070665359497,1.467071533203125
81,0.473984032869339,1.4677122831344604
82,0.472944974899292,1.4683911800384521
83,0.4719260036945343,1.4690617322921753
84,0.47092729806900024,1.4697173833847046
85,0.470012903213501,1.4703445434570312
86,0.4691062867641449,1.470919132232666
87,0.4681137502193451,1.4716145992279053
88,0.4672476053237915,1.4721171855926514
89,0.4663354158401489,1.4727294445037842
90,0.4654369652271271,1.473338007926941
91,0.464566171169281,1.4739177227020264
92,0.46368607878685,1.4746215343475342
93,0.4628983736038208,1.475126028060913
94,0.46205419301986694,1.4757027626037598
95,0.46127021312713623,1.476190447807312
96,0.46038877964019775,1.4768794775009155
97,0.45966023206710815,1.477318286895752
98,0.4588407278060913,1.4779306650161743
99,0.4581126272678375,1.4784891605377197
100,0.45738252997398376,1.479008674621582
101,0.4566543698310852,1.4794950485229492
102,0.45590564608573914,1.4800372123718262
103,0.4551626443862915,1.4805967807769775
104,0.4544697701931,1.4810775518417358
105,0.4537928104400635,1.4815455675125122
106,0.4531380236148834,1.482075572013855
107,0.4525165259838104,1.4825050830841064
108,0.45183274149894714,1.4830114841461182
109,0.45117369294166565,1.48349130153656
110,0.45051056146621704,1.4840013980865479
111,0.4498848021030426,1.4844603538513184
112,0.44925206899642944,1.4849433898925781
113,0.44870585203170776,1.4853649139404297
114,0.44815793633461,1.4857494831085205
115,0.447531521320343,1.4862401485443115
116,0.4469577968120575,1.4866505861282349
117,0.4463823139667511,1.4870884418487549
118,0.4458151161670685,1.4875222444534302
119,0.4452660083770752,1.4879307746887207
120,0.44474825263023376,1.4883770942687988
121,0.4442395269870758,1.4887690544128418
122,0.443693071603775,1.489194631576538
123,0.44319406151771545,1.4895415306091309
124,0.4426712691783905,1.4899502992630005
125,0.44215381145477295,1.4903689622879028
126,0.4416451156139374,1.4907760620117188
127,0.4412132799625397,1.4911324977874756
128,0.4407707154750824,1.4914648532867432
129,0.44029155373573303,1.4918320178985596
130,0.4398244619369507,1.4921854734420776
131,0.4393618106842041,1.492551565170288
132,0.4389153718948364,1.4928991794586182
133,0.43845805525779724,1.4932693243026733
134,0.4380599558353424,1.4936264753341675
135,0.437666654586792,1.4939236640930176
136,0.4372197687625885,1.4942917823791504
137,0.4367937445640564,1.4946308135986328
138,0.43639901280403137,1.4949207305908203
139,0.436000257730484,1.4952287673950195
