BHEL,BOSH,CIPL,HDFC Historical Data,INFY,JSTL,KTKM,LART,LUPN,SBI,SUN,TISC,TTPW,WIPR,Date
-0.06666666666666667,0.017543859649122806,0.047857142857142855,0.0,0.06741573033707858,0.020875420875420908,0.02298850574712632,-0.00916767189384807,0.050632911392404965,0.0,0.0,0.01876650320633718,0.0,0.0,"May 05, 1995"
0.0,0.02631578947368421,0.0,0.01282051282051282,-0.03260869565217394,0.02044854881266494,0.07528089887640449,0.01935964259121373,0.050632911392404965,0.0,0.0,0.02514708673372562,0.0,0.0,"May 08, 1995"
0.04400000000000001,0.0,-0.008947006194081144,0.020151133501259372,0.01111111111111112,0.0,0.0,-0.0038957876795715535,0.08099688473520257,-0.011571254567600563,0.03048780487804881,0.004924277617764574,0.008287292817679546,0.0,"May 09, 1995"
0.0,0.0,-0.004929577464788628,0.025,-0.021978021978021997,-0.008080155138978667,0.09999999999999987,-0.018991964937910912,0.04719764011799401,0.0,-0.005649717514124299,-0.01955178456146827,-0.00909090909090906,0.0,"May 10, 1995"
0.010322580645161299,0.0,-0.0285714285714286,-0.007537688442210985,0.022988505747126457,-0.00821287779237845,0.10532544378698233,0.025712830957230093,0.02359882005899707,0.011285266457680233,0.0,0.02024446142093205,0.0046253469010174774,0.0,"May 12, 1995"
0.031928480204342274,0.017241379310344827,0.0,0.02531645569620253,0.011627906976744196,-0.02451142762504147,0.10532544378698233,-0.007753876938469115,0.0,0.005610972568578545,0.017857142857142873,-0.017496002257548673,-0.00825688073394494,0.0,"May 15, 1995"
0.0,0.0,0.03574203574203581,-0.0024449877750611594,0.0,0.008488964346349746,0.10532544378698233,-0.0020166372573732867,-0.03693181818181815,0.011845386533665916,0.005952380952380958,0.017756022650926274,-0.004604051565377435,0.0,"May 16, 1995"
0.008750000000000036,-0.015,0.0,0.0341463414634146,0.05494505494505487,0.016360601001669518,0.10532544378698233,0.019332161687170554,0.0,-0.0054978619425778774,0.01169590643274855,0.017453317068593543,0.0,0.043859649122807064,"May 17, 1995"
-0.05420991926182245,-0.005042016806722689,0.009651076466221159,0.07317073170731707,0.03125000000000003,0.0164257555847569,0.07603686635944702,-0.013100436681222688,0.018018018018018035,0.022533495736906054,0.011560693641618507,0.02435451382530669,0.00909090909090906,0.016666666666666684,"May 18, 1995"
0.007255139056831983,0.0033613445378151263,0.009651076466221159,-0.004444444444444508,0.03125000000000003,0.008017960230917255,0.07603686635944702,0.0019408054342551747,0.02064896755162237,-0.011124121779859353,0.0,-0.018340686910632446,0.029596412556053817,0.0,"May 19, 1995"
0.024600246002459934,-0.011666666666666667,-0.010393466963622908,-0.011312217194570135,-0.03960396039603964,0.03975436328377506,0.07528089887640449,0.005642787046123749,0.03468208092485552,-0.0113772455089819,0.011560693641618507,-0.009655296877819828,-0.039800995024875656,0.06818181818181807,"May 22, 1995"
0.008536585365853694,-0.005084745762711864,0.010502625656414147,0.013856812933025438,0.01010101010101011,-0.015231582219459184,0.049438202247190956,0.0,0.01704545454545456,0.0,0.0057803468208092535,-0.007198177676537643,-0.008779631255487395,-0.021126760563380302,"May 23, 1995"
-0.031212484993997574,0.0,0.01500375093773438,-0.00909090909090906,0.0,0.0,0.049438202247190956,0.0,0.01704545454545456,-0.011411411411411276,0.011560693641618507,-0.04580985275404465,0.0,-0.028776978417266053,"May 24, 1995"
-0.007380073800738068,0.0,0.0,0.0023094688221709336,-0.01010101010101011,0.0,0.027218934911242658,-0.018965517241379386,0.04719764011799401,0.0030543677458766466,0.0,0.0,0.02612612612612621,-0.04545454545454549,"May 25, 1995"
-0.00867410161090462,0.0,-0.019504876219054747,-0.009174311926605472,0.020833333333333353,0.007771215418091389,0.10532544378698233,0.0057086125589477284,0.03468208092485552,-0.006038647342995041,0.017142857142857158,-0.03309314117961035,-0.01640759930915367,0.03333333333333337,"May 26, 1995"
-0.024783147459727407,0.0,0.019892884468247878,-0.023474178403755867,0.010309278350515474,0.0305367057371991,0.05069124423963128,0.011372064276884888,0.026011560693641578,0.011571254567600348,0.0057142857142857195,0.029493343195266253,0.016829052258636075,0.05309734513274342,"May 29, 1995"
0.0,0.0,0.0,-0.009615384615384581,0.0,0.036838978015448665,0.05069124423963128,-0.0017144256674014276,0.0,0.005418422636965675,0.00555555555555556,0.03548444762245262,0.0,0.0,"May 30, 1995"
0.017654476670870185,-0.0067226890756302525,0.010827532869296254,0.018867924528301987,-0.01020408163265307,0.03524355300859611,0.05069124423963128,0.0036249395843402266,0.03468208092485552,0.058614564831261005,0.0,0.024946420917273865,0.016006739679865316,0.043103448275862113,"May 31, 1995"
-0.01734820322180924,0.001692047377326565,-0.0037878787878787073,0.02068965517241376,0.0,-0.006825006825006825,0.05069124423963128,0.003824091778202595,0.03468208092485552,0.02041942604856498,-0.021857923497267777,0.03314181030893488,0.032072368421052676,-0.008064516129032265,"Jun 01, 1995"
-0.008750000000000036,-0.008403361344537815,-0.014481707317073133,0.01336302895322943,0.02970297029702973,-0.040681693238042986,0.05069124423963128,-0.014871671863756236,0.03409090909090912,0.0,0.0,-0.02990247440960743,0.0,0.0,"Jun 02, 1995"
-0.025000000000000022,0.0,-0.006120887528691665,-0.004444444444444508,0.0,-0.021356421356421414,0.05069124423963128,-0.001926318324103017,0.0,0.010171306209850175,0.005434782608695656,0.006621961441743557,0.02276295133437984,0.0,"Jun 05, 1995"
